ticker,name,reason,sub_reason,capital_impair,loss_years,impair_first_year,last_year,last_vs_peak_pct,final_30d_pct,last_date
424140,케이비제21호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,98.4,1.0,2025-02-03
425290,삼성기업인수목적6호,피인수상폐,피인수상폐,정상,0.0,,2025,86.9,1.2,2025-02-10
426550,아이비케이에스제19호기업인수목적,피인수상폐,피인수상폐,재무없음,,,2024,100.0,122.6,2024-02-14
426670,대신밸런스제12호기업인수목적,자진상폐,자진상폐,재무없음,,,2023,70.8,-16.6,2023-04-19
427950,하나금융23호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,100.0,82.4,2024-01-31
430220,신영해피투모로우제8호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,92.2,1.1,2025-08-21
430230,하나금융24호기업인수목적,자진상폐,자진상폐,정상,0.0,,2024,52.4,-25.7,2024-09-02
430460,한화플러스제3호기업인수목적,자진상폐,자진상폐,정상,0.0,,2024,70.1,-28.1,2024-12-12
430700,유안타제9호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,87.7,0.7,2025-03-14
433530,키움제7호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,90.6,7.0,2025-03-06
435380,유안타제10호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,97.0,1.2,2025-05-13
435620,하나금융25호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,1.2,2025-05-23
435870,에스케이증권제8호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,98.2,0.7,2025-05-15
436530,케이비제22호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2024,96.2,21.3,2024-05-02
436610,한국제11호기업인수목적,자진상폐,자진상폐,정상,0.0,,2024,72.3,1.7,2024-09-26
437780,엔에이치기업인수목적24호,피인수상폐,피인수상폐,정상,0.0,,2025,94.7,0.7,2025-05-23
438220,대신밸런스제13호기업인수목적,자진상폐,자진상폐,정상,0.0,,2024,78.9,-4.6,2024-11-19
438580,엔에이치기업인수목적25호,피인수상폐,피인수상폐,정상,0.0,,2025,91.3,0.7,2025-06-10
439250,삼성기업인수목적7호,피인수상폐,피인수상폐,정상,0.0,,2025,99.9,0.9,2025-05-30
439410,엔에이치기업인수목적26호,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,0.0,2025-07-07
439730,아이비케이에스제20호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,85.4,0.5,2025-05-30
440200,케이비제23호기업인수목적,자진상폐,자진상폐,재무없음,,,2023,74.1,-25.6,2023-11-02
440790,교보13호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,90.0,0.7,2025-07-10
440820,엔에이치기업인수목적27호,피인수상폐,피인수상폐,정상,0.0,,2025,98.6,0.2,2025-07-18
442130,유진기업인수목적9호,피인수상폐,피인수상폐,정상,0.0,,2025,89.9,0.2,2025-07-08
442310,대신밸런스제14호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,87.9,-0.2,2025-07-10
442770,아이비케이에스제21호기업인수목적,자진상폐,자진상폐,정상,0.0,,2025,75.2,-6.7,2025-11-14
442900,미래에셋드림기업인수목적1호,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,1.3,2025-10-22
444920,유안타제11호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,99.2,-0.5,2026-04-03
445360,비엔케이제1호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,99.3,0.5,2025-07-25
445970,신영해피투모로우제9호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,94.3,0.5,2025-07-31
446150,유안타제12호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,100.0,2.1,2026-01-27
446190,미래에셋비전기업인수목적2호,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,4.0,2025-09-08
446600,카이바이오텍,피인수상폐,피인수상폐,재무없음,,,2025,50.0,134.4,2025-02-24
446750,하나26호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2025,97.7,1.4,2025-10-15
448370,하나27호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,98.8,0.7,2025-11-12
448740,삼성기업인수목적8호,피인수상폐,피인수상폐,정상,0.0,,2025,99.7,1.4,2025-10-13
448760,아이비케이에스제22호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,96.7,40.3,2025-12-26
448830,미래에셋비전기업인수목적3호,피인수상폐,피인수상폐,정상,0.0,,2026,84.4,48.5,2026-01-13
449020,유안타제13호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,1.0,2025-10-02
450050,하이제8호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,100.0,0.7,2026-01-28
450140,코오롱모빌리티그룹,자진상폐,자진상폐,정상,1.0,,2026,34.5,-21.1,2026-01-06
450410,엔에이치기업인수목적28호,피인수상폐,피인수상폐,재무없음,,,2023,97.0,34.6,2023-12-20
450940,유안타제14호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,99.3,1.0,2026-03-04
452670,상상인제4호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,99.5,0.5,2026-04-20
454640,하나29호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,98.4,1.4,2026-02-03
454750,하나28호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,84.2,-10.6,2025-10-24
455250,케이비제25호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,96.8,0.5,2026-01-27
455310,한화플러스제4호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,99.3,0.0,2026-04-14
455910,에스케이증권제9호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,99.1,1.0,2026-03-03
456440,디비금융제11호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,92.9,-2.3,2025-05-15
456490,교보14호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,92.6,1.7,2026-02-09
456700,길교이앤씨,자진상폐,자진상폐,재무없음,,,2025,46.3,13.1,2025-12-15
457390,대신밸런스제15호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,100.0,23.8,2025-05-14
457630,대신밸런스제16호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,98.8,-0.2,2026-04-14
457940,에스케이증권제10호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2026,99.1,0.0,2026-03-13
458320,케이비제26호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,99.7,14.2,2025-03-27
458610,한국제12호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,95.7,-1.2,2026-04-02
468510,삼성기업인수목적9호,피인수상폐,피인수상폐,정상,0.0,,2025,92.5,-0.5,2025-06-16
473370,비엔케이제2호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2026,97.5,-1.2,2026-04-02
476470,케이비제28호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2025,91.3,1.2,2025-07-08
477530,한국제14호기업인수목적,피인수상폐,피인수상폐,정상,1.0,,2025,100.0,26.9,2025-04-28
478780,대신밸런스제18호기업인수목적,피인수상폐,피인수상폐,정상,0.0,,2026,89.5,18.6,2026-01-13
495900,에이엠시지,자진상폐,자진상폐,재무없음,,,2026,35.7,-16.0,2026-01-26
900010,3노드디지탈그룹유한공사,피인수상폐,피인수상폐,재무없음,,,2013,99.6,0.4,2013-06-04
900020,코웰이홀딩스유한공사,피인수상폐,피인수상폐,재무없음,,,2011,98.5,0.0,2011-11-25
900030,연합과기공고유한공사,부실상폐,소형·재무자료없음,재무없음,,,2012,0.4,-99.4,2012-09-13
900040,차이나그레이트스타인터내셔널리미티드,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2020,2.3,-97.7,2020-05-21
900050,중국원양자원유한공사,부실상폐,부분자본잠식,부분자본잠식,2.0,2016.0,2017,3.1,-93.7,2017-09-26
900060,중국식품포장유한공사,피인수상폐,피인수상폐,재무없음,,,2013,81.1,0.0,2013-10-10
900080,에스앤씨엔진그룹리미티드,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2021,10.7,-89.3,2021-06-11
900090,차이나하오란리사이클링유한공사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2018,3.5,-96.5,2018-12-28
900130,웨이포트유한공사,자진상폐,자진상폐,정상,2.0,,2017,50.0,-22.4,2017-07-24
900150,성융광전투자유한공사,부실상폐,소형·재무자료없음,재무없음,,,2012,0.7,-98.3,2012-09-25
900180,완리인터내셔널홀딩스,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,0.0,,2018,2.3,-95.4,2018-05-21
900280,케이만금세기차륜집단유한공사,부실상폐,급성붕괴(정상재무→급락:횡령·감사의견 추정),정상,1.0,,2025,0.6,-99.0,2025-01-07
950010,평산차업집단유한공사,부실상폐,일반부실(재무불명),정상,1.0,,2015,6.6,-57.2,2015-11-04
950030,네프로아이티,부실상폐,소형·재무자료없음,재무없음,,,2011,0.5,-99.2,2011-11-04
950070,중국고섬공고유한공사,자진상폐,자진상폐,재무없음,,,2013,27.6,-72.4,2013-10-02
950100,아루히,피인수상폐,피인수상폐,재무없음,,,2015,100.0,1.1,2015-01-06
950110,SBI핀테크솔루션즈,피인수상폐,피인수상폐,정상,1.0,,2025,99.0,0.2,2025-07-23
950180,에스앤케이,피인수상폐,피인수상폐,정상,1.0,,2022,98.1,-0.1,2022-05-17
